Richardson, J Don
Schatzberg, A. F.
Neves, F. S.
Malloy-Diniz, L. F.
Barbosa, I. G.
Brasil, P. M.
Correa, H.
Niciu, M. J.
Chan, G.
Gelernter, J.
Arias, A. J.
Douglas, K.
Weiss, R.
Anton, R. F.
Farrer, L.
Cubells, J. F.
Kranzler, H. R.
Nock, MK
Borges, G.
Bromet, E. J.
Alonso, J.
Angermeyer, M.
Beautrais, A.
Bruffaerts, R.
Chiu, W. T.
de Girolamo, G.
Gluzman, S.
de Graaf, R.
Gureje, O.
Haro, J. M.
Huang, Y.
Karam, E.
Kessler, R. C.
Lepine, J. P.
Levinson, D.
Medina-Mora, M. E.
Ono, Y.
Posada-Villa, J.
Williams, D.
Nock, MK
Hwang, I.
Sampson, N.
Kessler, R. C.
Angermeyer, M.
Beautrais, A.
Borges, G.
Bromet, E.
Bruffaerts, R.
de Girolamo, G.
de Graaf, R.
Florescu, S.
Gureje, O.
Haro, J. M.
Hu, C.
Huang, Y.
Karam, E. G.
Kawakami, N.
Kovess, V.
Levinson, D.
Posada-Villa, J.
Sagar, R.
Tomov, T.
Viana, M. C.
Williams, D. R.
Nock, MK
Hwang, I.
Sampson, N. A.
Kessler, R. C.
Nomura, Y.
Brooks-Gunn, J.
Davey, C.
Ham, J.
Fifer, W. P.
Nordstrom, D. L.
Nutting, P. A.
Dickinson, L. M.
Rubenstein, L. V.
Keeley, R. D.
Smith, JL
Elliott, C. E.
Ohgami, H.
Terao, T.
Shiotsuki, I.
Ishii, N.
Iwata, N.
Okasha, A.
O'Leary, C. C.
Frank, D. A.
Grant-Knight, W.
Beeghly, M.
Augustyn, M.
Rose-Jacobs, R.
Cabral, H. J.
Gannon, K.
Olfson, M.
Marcus, S. C.
Shaffer, D.
Olfson, M.
Shaffer, D.
Marcus, S. C.
Greenberg, T.
Oquendo, M.
Brent, D. A.
Birmaher, B.
Greenhill, L.
Kolko, D.
Stanley, B.
Zelazny, J.
Burke, A. K.
Firinciogullari, S.
Ellis, S. P.
Mann, J. J.
Oquendo, M. A.
Bongiovi-Garcia, M. E.
Galfalvy, H.
Goldberg, P. H.
Grunebaum, M. F.
Burke, A. K.
Mann, J. J.
Oquendo, M. A.
Galfalvy, H.
Russo, S.
Ellis, S. P.
Grunebaum, M. F.
Burke, A.
Mann, J. J.
Oquendo, M. A.
Stanley, B.
Ellis, S. P.
Mann, J. J.
Ostacher, M. J.
Lebeau, R. T.
Perlis, R. H.
Nierenberg, A. A.
Lund, H. G.
Moshier, S. J.
Sachs, G. S.
Simon, N. M.
Ovuga, E.
Boardman, J
Wasserman, D
Ovuga, E.
Boardman, J
Wasserman, D
Ovuga, E.
Oyok, T. O.
Moro, E. B.
Owen, J. E.
Bonds, C. L.
Wellisch, D. K.
Ozcan, M. S.
Gravenstein, D.
Palmer, V.
Gunn, J.
Kokanovic, R.
Griffiths, F.
Shrimpton, B.
Hurworth, R.
Herrman, H.
Johnson, C.
Hegarty, K.
Blashki, G.
Butler, E.
Johnston-Ata'ata, K.
Dowrick, C.
Pandey, G. N.
Dwivedi, Y.
Rizavi, H. S.
Ren, X.
Conley, R. R.
Paris, J.
Parker, G.
Parsey, R. V.
Hastings, R. S.
Oquendo, M. A.
Huang, Y. Y.
Simpson, N.
Arcement, J.
Huang, Y.
Ogden, R. T.
Van Heertum, R. L.
Arango, V.
Mann, J. J.
Patorno, E.
Bohn, R. L.
Wahl, P. M.
Avorn, J.
Patrick, A. R.
Liu, J.
Schneeweiss, S.
Paulsen, J. S.
Nehl, C.
Hoth, K. F.
Kanz, J. E.
Benjamin, M.
Conybeare, R.
McDowell, B.
Turner, B.
Peh, A. L.
Tay, L. K.
Perlis, R. H.
Purcell, S
Fava, M.
Fagerness, J.
Rush, A. J.
Trivedi, M. H.
Smoller, J. W.
Perroud, N.
Aitchison, K. J.
Uher, R.
Smith, R.
Huezo-Diaz, P.
Marusic, A.
Maier, W.
Mors, O.
Placentino, A.
Henigsberg, N
Rietschel, M.
Hauser, J.
Souery, D.
Kapelski, P.
Bonvicini, C.
Zobel, A.
Jorgensen, L.
Petrovic, A.
Kalember, P.
Schulze, T. G.
Gupta, B.
GRAY, J
Lewis, C. M.
Farmer, A. E.
McGuffin, P.
Craig, I.
Perroud, N.
Uher, R.
Marusic, A.
Rietschel, M.
Mors, O.
Henigsberg, N
Hauser, J.
Maier, W.
Souery, D.
Placentino, A.
Szczepankiewicz, A.
Jorgensen, L.
Strohmaier, J.
Zobel, A.
Giovannini, C.
Elkin, A.
Gunasinghe, C.
GRAY, J
Campbell, D.
Gupta, B.
Farmer, A. E.
McGuffin, P.
Aitchison, K. J.
Pfaff, J. J.
Almeida, O. P.
Phillips, K. A.
Didie, E. R.
Menard, W.
Phillips, K. A.
Pinto, A.
Menard, W.
Eisen, J. L.
Mancebo, M.
Rasmussen, S. A.
Pirkola, S.
Sohlman, B.
Heila, H.
Wahlbeck, K.
Pompili, M
Serafini, G.
Innamorati, M.
Dominici, G.
Ferracuti, S.
Kotzalidis, G. D.
Serra, G.
Girardi, P
Janiri, L.
Tatarelli, R.
Sher, L
Lester, D.
Pompili, M
Vanacore, N.
Macone, S.
Amore, M.
Petriconi, G.
Tonna, M.
Sasso, E.
Lester, D.
Innamorati, M.
Gazzella, S.
Di Bonaventura, C.
Giallonardo, A.
Girardi, P
Tatarelli, R.
De Pisa, E.
Posner, K.
Melvin, G. A.
Stanley, B.
Oquendo, M. A.
Gould, M
Posner, K.
Oquendo, M. A.
Gould, M
Stanley, B.
Davies, M
Postolache, T. T.
Lapidus, M.
Sander, E. R.
Langenberg, P.
Hamilton, R. G.
Soriano, J. J.
McDonald, J. S.
Furst, N.
Bai, J.
Scrandis, D. A.
Cabassa, J. A.
Stiller, J. W.
Balis, T.
Guzman, A.
Togias, A.
Tonelli, L. H.
Postolache, T. T.
Mortensen, P. B.
Tonelli, L. H.
Jiao, X.
Frangakis, C.
Soriano, J. J.
Qin, P.
Prueter, C.
Norra, C.
Putkonen, H.
Amon, S.
Almiron, M. P.
Cederwall, J. Y.
Eronen, M.
Klier, C.
Kjelsberg, E.
Weizmann-Henelius, G.
Qin, P.
Nordentoft, M.
Rapoport, S. I.
Basselin, M.
Kim, H. W.
Rao, J. S.
Ray, W. A.
Hall, K.
Meador, KG
Reisner, S. L.
Mimiaga, M. J.
Case, P.
Grasso, C.
O'Brien, C. T.
Harigopal, P.
Skeer, M.
Mayer, K. H.
Reseland, S.
Bray, I.
Gunnell, D.
Richardson-Vejlgaard, R.
Sher, L
Oquendo, M. A.
Lizardi, D.
Stanley, B.
Ritchie, K.
Artero, S.
Beluche, I.
Ancelin, M. L.
Mann, A.
Dupuy, A. M.
Malafosse, A.
Boulenger, J. P.
Roane, B. M.
Taylor, D. J.
Rockett, I. R.
Lian, Y.
Stack, S.
Ducatman, A. M.
Wang, S
Rockett, I. R.
Wang, S
Lian, Y.
Stack, S.
Rollman, B. L.
Belnap, B. H.
LeMenager, M. S.
Mazumdar, S.
Schulberg, H. C.
Reynolds, C. F., 3rd
Rosenfeld, B.
Breitbart, W.
Gibson, C.
Kramer, M.
Tomarken, A.
Nelson, C.
Pessin, H.
Esch, J.
Galietta, M.
Garcia, N.
Brechtl, J.
Schuster, M.
Roustit, C.
Renahy, E.
Guernec, G.
Lesieur, S.
Parizot, I.
Chauvin, P.
Ruggero, C. J.
Chelminski, I.
Young, D.
Zimmerman, M.
Rush, A. J.
Wisniewski, S. R.
Warden, D.
Luther, J. F.
Davis, L. L.
Fava, M.
Nierenberg, A. A.
Trivedi, M. H.
Ryan, E. P.
Redding, R. E.
Ryan, L.
Leavey, G.
Golden, A.
Blizard, R.
King, M.
Ryu, V.
Jon, D. I.
Cho, H. S.
Kim, S. J.
Lee, E.
Kim, E. J.
Seok, J. H.
Sachdev, P. S.
Sachdev, J.
Sagman, D.
Lee, B
Chandresena, R.
Jones, B.
Brunner, E.
Sajatovic, M
Sajatovic, M
Davies, M
Hrouda, D. R.
Sakurai, K.
Nishiguchi, N.
Shirakawa, O.
Nushida, H.
Ueno, Y.
Maeda, K.
Hayashi, Y.
Sareen, J
Cox, BJ
Afifi, TO
de Graaf, R.
Asmundson, G. J.
ten Have, M.
Stein, MB
Savitz, J.
Lucki, I.
Drevets, W. C.
Savitz, J. B.
Cupido, C. L.
Ramesar, R. S.
Schulberg, H. C.
Lee, P. W.
Bruce, M. L.
Raue, P. J.
Lefever, J. J.
Williams, J. W., Jr.
Dietrich, AJ
Nutting, P. A.
Schulze, T. G.
Hedeker, D.
Zandi, P.
Rietschel, M.
McMahon, F. J.
Schwartz, A. C.
Spitalnick, J. S.
Short, D. K.
Garlow, S. J.
Sequeira, A.
Gwadry, F. G.
Ffrench-Mullen, J. M.
Canetti, L.
Gingras, Y.
Casero, R. A., Jr.
Rouleau, G.
Benkelfat, C.
Turecki, G.
Sequeira, A.
Mamdani, F.
Ernst, C.
Vawter, M. P.
Bunney, W. E.
Lebel, V.
Rehal, S.
Klempan, T.
Gratton, A.
Benkelfat, C.
Rouleau, G. A.
Mechawar, N.
Turecki, G.
Sewitch, M. J.
Blais, R.
Rahme, E.
Bexton, B.
Galarneau, S.
Shaw, J.
Hunt, I. M.
Flynn, S.
Meehan, J.
Robinson, J.
Bickley, H.
Parsons, R.
McCann, K.
Burns, J.
Amos, T.
Kapur, N.
Appleby, L.
Shenk, C. E.
Noll, J. G.
Cassarly, J. A.
Sher, L
Shi, J.
Badner, J. A.
Hattori, E.
Potash, J. B.
Willour, V. L.
McMahon, F. J.
Gershon, E. S.
Liu, C.
Shprecher, D. R.
Flanigan, K. M.
Smith, A. G.
Smith, S. M.
Schenkenberg, T.
Steffens, J.
Sibille, E.
Arango, V.
Galfalvy, H. C.
Pavlidis, P.
Erraji-Benchekroun, L.
Ellis, S. P.
John Mann, J.
Siegert, R. J.
Abernethy, D. A.
Sihvola, E.
Keski-Rahkonen, A.
Dick, D. M.
Pulkkinen, L.
Rose, R. J.
Marttunen, M
Kaprio, J
Silverstone, P.
Simon, G. E.
Savarino, J.
Simon, G. E.
Savarino, J.
Operskalski, B.
Wang, P. S.
Simon, N. M.
Otto, M. W.
Wisniewski, S. R.
Fossey, M.
Sagduyu, K.
Frank, E.
Sachs, G. S.
Nierenberg, A. A.
Thase, M. E.
Pollack, M. H.
Simon, R.
Gutheil, T. G.
Soares-Weiser, K.
Bravo Vergel, Y.
Beynon, S.
Dunn, G.
Barbieri, M.
Duffy, S.
Geddes, J.
Gilbody, S.
Palmer, S.
Woolacott, N.
Sokero, T. P.
Melartin, T. K.
Rytsala, H. J.
Leskela, U. S.
Lestela-Mielonen, P. S.
Isometsa, E. T.
Spence, J. M.
Bergmans, Y.
Strike, C.
Links, P. S.
Ball, J. S.
Rhodes, A. E.
Watson, W. J.
Eynan, R.
Rufo, C.
Spinelli, M. G.
Stanley, B.
Brown, G.
Brent, D. A.
Wells, K.
Poling, K.
Curry, J.
Kennard, B. D.
Wagner, A.
Cwik, M. F.
Klomek, A. B.
Goldstein, T.
Vitiello, B.
Barnett, S.
Daniel, S.
Hughes, J
Stein, R. E.
Zitner, L. E.
Jensen, PS
Steinberg, M. D.
Stillwell, W.
Shaikh, S. R.
Zerouga, M.
Siddiqui, R.
Wassall, S. R.
Stockmeier, C. A.
Howley, E.
Shi, X.
Sobanska, A.
Clarke, G.
Friedman, L.
Rajkowska, G.
Stone, M.
Laughren, T.
Jones, M. L.
Levenson, M.
Holland, P. C.
Hughes, A.
Hammad, T. A.
Temple, R.
Rochester, G.
Storosum, J. G.
Wohlfarth, T.
Gispen-de Wied, C. C.
Linszen, D. H.
Gersons, B. P.
van Zwieten, B. J.
van den Brink, W.
Stroebe, M.
Stroebe, W.
Abakoumkin, G.
Sublette, M. E.
Hibbeln, J. R.
Galfalvy, H.
Oquendo, M. A.
Mann, J. J.
Sudak, D.
Roy, A.
Sudak, H.
Lipschitz, A.
Maltsberger, J.
Hendin, H.
Svindseth, M. F.
Nottestad, J. A.
Wallin, J.
Roaldset, J. O.
Dahl, A. A.
Swann, A. C.
Dougherty, D. M.
Pazzaglia, P. J.
Pham, M.
Steinberg, J. L.
Moeller, F. G.
Swann, A. C.
Lijffijt, M.
Lane, S. D.
Steinberg, J. L.
Moeller, F. G.
Swann, A. C.
Lijffijt, M.
Lane, S. D.
Steinberg, J. L.
Moeller, F. G.
Swann, A. C.
Lijffijt, M.
Lane, S. D.
Steinberg, J. L.
Moeller, F. G.
Swann, A. C.
Moeller, F. G.
Steinberg, J. L.
Schneider, L.
Barratt, E. S.
Dougherty, D. M.
Swann, A. C.
Steinberg, J. L.
Lijffijt, M.
Moeller, F. G.
Szanto, K.
Kalmar, S.
Hendin, H.
Rihmer, Z.
Mann, J. J.
Talamo, A.
Baldessarini, R. J.
Centorrino, F.
Tardieu, S.
Bottero, A.
Blin, P.
Bohbot, M.
Goni, S.
Gerard, A.
Gasquet, I.
Ticknor, C. B.
Tiihonen, J.
Lonnqvist, J
Wahlbeck, K.
Klaukka, T.
Tanskanen, A.
Haukka, J.
Tonelli, L. H.
Stiller, J.
Rujescu, D.
Giegling, I.
Schneider, B.
Maurer, K.
Schnabel, A.
Moller, H. J.
Chen, H. H.
Postolache, T. T.
Toney, S. D.
Uhlmann, R. P.
Valuck, R. J.
Libby, A. M.
Orton, H. D.
Morrato, E. H.
Allen, R.
Baldessarini, R. J.
Van Lieshout, R. J.
MacQueen, G. M.
Van Os, J
Drukker, M.
a Campo, J.
Meijer, J.
Bak, M.
Delespaul, P.
Verona, E.
Sachs-Ericsson, N.
Joiner, T. E., Jr.
Vitiello, B.
Brent, D. A.
Greenhill, L. L.
Emslie, G.
Wells, K.
Walkup, J. T.
Stanley, B.
Bukstein, O.
Kennard, B. D.
Compton, S.
Coffey, B.
Cwik, M. F.
Posner, K.
Wagner, A.
March, J. S.
Riddle, M.
Goldstein, T.
Curry, J.
Capasso, L.
Mayes, T.
Shen, S.
Gugga, S. S.
Turner, J. B.
Barnett, S.
Zelazny, J.
Vitiello, B.
Pearson, J. L.
Vitiello, B.
Silva, S. G.
Rohde, P.
Kratochvil, C. J.
Kennard, B. D.
Reinecke, M. A.
Mayes, T. L.
Posner, K.
May, D. E.
March, J. S.
Wade, T. D.
Crosby, R. D.
Martin, N. G.
Wakefield, J. C.
Schmitz, M. F.
First, M. B.
Horwitz, A. V.
Wang, S. J.
Weich, S.
Patterson, J.
Shaw, R.
Stewart-Brown, S.
Wenzel, T.
Rushiti, F.
Aghani, F.
Diaconu, G.
Maxhuni, B.
Zitterl, W.
Westenberg, H. G.
Sandner, C.
Wetzler, A. J.
Elias, R.
Fostick, L.
Zohar, J
Wheeler, B. W.
Gunnell, D.
Metcalfe, C.
Stephens, P.
Martin, R. M.
Williams, J. M.
Alatiq, Y.
Crane, C.
Barnhofer, T.
Fennell, M. J.
Duggan, D. S.
Hepburn, S.
Goodwin, G. M.
Williams, J. M.
Russell, I. T.
Crane, C.
Russell, D.
Whitaker, C. J.
Duggan, D. S.
Barnhofer, T.
Fennell, M. J.
Crane, R.
Silverton, S.
Williams, S. B.
O'Connor, E. A.
Eder, M.
Whitlock, E. P.
Wisniewski, S. R.
Rush, A. J.
Nierenberg, A. A.
Gaynes, BN
Warden, D.
Luther, J. F.
McGrath, P. J.
Lavori, PW
Thase, M. E.
Fava, M.
Trivedi, M. H.
Witte, T. K.
Timmons, K. A.
Fink, E.
Smith, A. R.
Joiner, TE
Wojnar, M.
Ilgen, M. A.
Wojnar, J.
McCammon, R. J.
Valenstein, M
Brower, K. J.
Yamada, T.
Kawanishi, C.
Hasegawa, H.
Sato, R.
Konishi, A.
Kato, D.
Furuno, T.
Kishida, I.
Odawara, T.
Sugiyama, M.
Hirayasu, Y.
Yang, S.
Kadouri, A.
Revah-Levy, A.
Mulvey, E. P.
Falissard, B.
Yen, S.
Shea, MT
Sanislow, C. A.
Grilo, C. M.
Skodol, A. E.
Gunderson, J. G.
McGlashan, T. H.
Zanarini, M. C.
Morey, L. C.
Yen, S.
Shea, MT
Sanislow, C. A.
Skodol, A. E.
Grilo, C. M.
Edelen, M. O.
Stout, R. L.
Morey, L. C.
Zanarini, M. C.
Markowitz, J. C.
McGlashan, T. H.
Daversa, M. T.
Gunderson, J. G.
Yip, PS
Cheung, Y. B.
Yoder, K. A.
Longley, SL
Whitbeck, L. B.
Hoyt, D. R.
Young, A. H.
Hammond, J. M.
Young, E. A.
Kornstein, S. G.
Marcus, S. M.
Harvey, A. T.
Warden, D.
Wisniewski, S. R.
Balasubramani, G. K.
Fava, M.
Trivedi, M. H.
John Rush, A.
Zahl, P. H.
De Leo, D.
Ekeberg, O.
Hjelmeland, H.
Dieserud, G.
Zalsman, G.
Huang, Y. Y.
Oquendo, M. A.
Burke, A. K.
Hu, X. Z.
Brent, D. A.
Ellis, S. P.
Goldman, D.
Mann, J. J.
Zavitsanou, K.
Katsifis, A.
Mattner, F.
Huang, X. F.
Zhang, J.
Stewart, R.
Phillips, M.
Shi, Q.
Prince, M.
Zhang, J.
Wieczorek, W.
Conwell, Y.
Tu, X. M.
Wu, B. Y.
Xiao, S.
Jia, C.
Zhang, Y.
Zhang, C.
Yuan, G.
Yao, J.
Cheng, Z.
Liu, C.
Liu, Q.
Wan, G.
Shi, G.
Cheng, Y.
Ling, Y.
Li, K.
Zhou, Z.
Roy, A.
Lipsky, R.
Kuchipudi, K.
Zhu, G.
Taubman, J.
Enoch, M. A.
Virkkunen, M.
Goldman, D.
Zimmerman, M.
Chelminski, I.
Posternak, M. A.
Zisook, S.
Lesser, I.
Stewart, J. W.
Wisniewski, S. R.
Balasubramani, G. K.
Fava, M.
Gilmer, W. S.
Dresselhaus, T. R.
Thase, M. E.
Nierenberg, A. A.
Trivedi, M. H.
Rush, A. J.
Abbar, M
Abbar, M
Courtet, P.
Bellivier, F.
Leboyer, H
Boulenger, J. P.
Castelhau, D
Ferreira, M
Lambercy, C
Mouthon, D
Paoloni-Giacobino, A
Vessaz, M
Malafosse, A.
Buresi, C
Ackard, DM
Neumark-Sztainer, D
Story, M
Perry, C
Ahearn, EP
Jamison, KR
Steffens, D. C.
Cassidy, F
Provenzale, JM
Lehman, A
Weisler, RH
Carroll, BJ
Krishnan, KRR
Aichhorn, W
Santeler, S
Stelzig-Scholer, R
Kemmler, G
Steinmayr-Gensluckner, M
Hinterhuber, H
Aizenberg, D.
Olmer, A.
Barak, Y
Akbas, S
Kesebir, S
Boke, O
Karabekiroglu, K
Sarisoy, G
Pazvantoglu, O
Sahin, AR
Akdeniz, F
Karadag, F
Akechi, T
Kugaya, A
Okamura, H
Nakano, T
Okuyama, T
Mikami, I
Shima, Y
Yamawaki, S
Uchitomi, Y
Akin, D
Manier, DH
Sanders-Bush, E
Shelton, RC
Akin, D
Manier, DH
Sanders-Bush, E
Shelton, RC
Akiskal, H. S.
Akiskal, H
Akiskal, H. S.
Benazzi, F.
Akiskal, H. S.
Benazzi, F.
Perugi, G
Rihmer, Z.
Akiskal, H. S.
Hantouche, E. G.
Allilaire, JF
Sechter, D
Bourgeois, ML
Azorin, J. M.
Chatenet-Duchene, L
Lancrenon, S.
Akiskal, H. S.
WEISE, RE
Aksoy-Poyraz, C
Ozdemir, A
Ozmen, M
Arikan, K
Ozkara, C
Albanese, MJ
Clodfelter, RC
Khantzian, EJ
Albert, P. R.
Lemonde, S.
Algorta, GP
Youngstrom, EA
Frazier, TW
Freeman, AJ
Youngstrom, JK
Findling, R. L.
Allan, WD
Kashani, JH
Dahlmeier, JM
Beck, N
Reid, JC
Alper, K
Schwartz, KA
Kolts, RL
Khan, A
Altamura, AC
Dell'Osso, B
Berlin, HA
Buoli, M
Bassetti, R
Mundo, E
Altamura, AC
Mundo, E
Cattaneo, E
Pozzoli, S
Dell'Osso, B
Gennarelli, M
Vergani, C
Trabattoni, D
Arosio, B
Clerici, M
Althoff, RR
Verhulst, FC
Rettew, DC
Hudziak, JJ
van der Ende, J
Aluclu, MU
Bahceci, M
Tuzcu, A
Arikan, S
Gokalp, D
Ampelas, JF
Wattiaux, MJ
Van Amerongen, AP
Amsterdam, JD
Brunswick, DJ
Angst, F
Stassen, HH
Clayton, P. J.
Angst, J.
Angst, J.
Angst, J.
Angst, J.
Angst, F
Stassen, HH
Angst, J.
Gamma, A
Endrass, J.
Hantouche, E
Goodwin, R
Ajdacic, V
Eich, D
Rossler, W.
Angst, J.
Gamma, A
Endrass, J.
Rossler, W.
Ajdacic-Gross, V
Eich, D
Herrell, R
Merikangas, KR
Angst, J.
Sellaro, R
Antai-Otong, D
Antypa, N
Van der Does, AJW
Penninx, BWJH
Appleby, BS
Duggan, PS
Regenberg, A
Rabins, PV
Apter, A.
Kotler, M.
SEVY, S
PLUTCHIK, R
BROWN, SL
FOSTER, H
HILLBRAND, M
KORN, ML
VANPRAAG, HM
Arie, M
Apter, A.
Orbach, I
Yefet, Y
Zalzman, G
Arling, TA
Yolken, RH
Lapidus, M.
Langenberg, P.
Dickerson, FB
Zimmerman, SA
Balis, T.
Cabassa, J. A.
Scrandis, D. A.
Tonelli, L. H.
Postolache, T. T.
Askenazy, FL
Sorci, K
Benoit, M
Lestideau, K
Myquel, M
Lecrubier, Y
ASNIS, GM
FRIEDMAN, TA
SANDERSON, WC
KAPLAN, ML
VANPRAAG, HM
HARKAVYFRIEDMAN, JM
Aspiazu, S
Mosquera, F
Ibanez, B
Vega, P
Barbeito, S
Lopez, P
de Azua, SR
Ugarte, A
Vieta, E.
Gonzalez-Pinto, A
Austin, M. P.
Axelson, D.
Birmaher, B.
Strober, M.
Gill, M. K.
Valeri, S.
Chiappetta, L.
Ryan, N.
Leonard, H.
Hunt, J.
Iyengar, S.
Bridge, J.
Keller, M.
AXELSSON, R
LAGERKVISTBRIGGS, M
Azorin, J. M.
Azorin, J. M.
Kaladjian, A.
Adida, M.
Fakra, E
Hantouche, E
Lancrenon, S.
Azorin, J. M.
Kaladjian, A.
Adida, M.
Hantouche, E. G.
Hameg, A.
Lancrenon, S.
Akiskal, H. S.
Azorin, J. M.
Kaladjian, A.
Adida, M.
Hantouche, E
Harneg, A
Lancrenon, S.
Akiskal, H. S.
Azorin, J. M.
Kaladjian, A.
Akiskal, H. S.
Hantouche, E. G.
Duchene, LC
Gury, C
Lancrenon, S.
Azorin, J. M.
Kaladjian, A.
Besnier, N
Adida, M.
Hantouche, E
Lancrenon, S.
Akiskal, H
Bachmann, RF
Schloesser, RJ
Gould, TD
Manji, H. K.
Backman, J
Ekman, CJ
Alsen, M
Ekedahl, A
Traskman-Bendz, L
Bajaj, P
Tyrer, P
Baldessarini, R. J.
Pompili, M
Tondo, L.
Baldessarini, R. J.
Tondo, L.
Davis, P
Pompili, M
Goodwin, F. K.
Hennen, J
Baldessarini, R. J.
Tondo, L.
Hennen, J
Baldessarini, R. J.
Tondo, L.
Hennen, J
Baldessarini, R. J.
Tondo, L.
Hennen, J
Baldessarini, R. J.
Vieta, E.
Calabrese, J. R.
Tohen, M.
Bowden, C. L.
Baldwin, D
Baldwin, DS
Reines, EH
Guiton, C
Weiller, E
Balestrieri, M
Rucci, P.
Sbrana, A
Ravani, L
Benvenuti, A
Gonnelli, C
Dell'Osso, L
Cassano, G. B.
Bamonti, PM
Heisel, M. J.
Topciu, RA
Franus, N
Talbot, NL
Duberstein, P. R.
Barbier, D
Barnes, C
Mitchell, P
Battaglia, M
Strambi, LF
Bertella, S
Bajo, S
Bellodi, L
Bauer, M
Ahrens, B
Bauer, M
Glenn, T
Grof, P
Rasgon, NL
Marsh, W
Sagduyu, K.
Alda, M.
Murray, G
Quiroz, D
Malliaris, Y
Sasse, J
Pilhatsch, M
Whybrow, PC
Bauer, M. S.
Wisniewski, S. R.
Marangell, L. B.
Chessick, C. A.
Allen, M. H.
Dennehy, EB
Miklowitz, D. J.
Thase, M. E.
Sachs, G. S.
STEP-BD Investigators
Baumann, B
Bielau, H
Krell, D
Agelink, MW
Diekmann, S
Wurthmann, C
Trubner, K
Bernstein, HG
Danos, P
Bogerts, B
Baumann, B
Bogerts, B
Baumann, B
Danos, P
Diekmann, S
Krell, D
Bielau, H
Geretsegger, C
Wurthmann, C
Bernstein, HG
Bogerts, B
Baumann, B
Danos, P
Krell, D
Diekmann, S
Wurthmann, C
Bielau, H
Bernstein, HG
Bogerts, B
Bayle, FJ
Leroy, S
Gourion, D
Millet, B
Olie, JP
Poirier, MF
Krebs, MO
Bayle, FJ
Misdrahi, D
Llorca, PM
Lancon, C
Olivier, V
Quintin, P
Azorin, J. M.
Beasley, CL
Honer, WG
von Bergmann, K
Falkai, P.
Lutjohann, D
Bayer, TA
Beauchaine, T. P.
Klein, D. N.
Crowell, S. E.
Derbidge, C.
Gatzke-Kopp, L.
Beautrais, A. L.
Beautrais, A. L.
Beautrais, A. L.
Joyce, PR
Mulder, RT
Fergusson, D. M.
Deavoll, BJ
Nightingale, SK
Beautrais, A. L.
Wells, JE
McGee, MA
Browne, MAO
New Zealand Mental Hlth Survey Res
Beck, A. T.
Brown, G. K.
Steer, R. A.
Beck, A. T.
Brown, G. K.
Steer, R. A.
Kuyken, W
Grisham, J
Beck, A. T.
Steer, R. A.
BECK, JS
NEWMAN, CF
Beck, A. T.
Steer, R. A.
Brown, G.
Beck, A. T.
Steer, R. A.
SANDERSON, WC
SKEIE, TM
Beghi, M
Rosenbaum, JF
Bell, GS
Mula, M
Sander, JW
Bellivier, F.
Laplanche, JL
Fournier, G
Wolkenstein, P
Bellivier, F.
Leboyer, M.
Courtet, P.
Buresi, C
Beaufils, B
Samolyk, D
Allilaire, JF
Feingold, J
Mallet, J
Malafosse, A.
Bellivier, F.
Szoke, A
Henry, C
Lacoste, J
Bottos, C
Nosten-Bertrand, M
Hardy, P
Rouillon, F
Launay, JM
Laplanche, JL
Leboyer, M.
Benazzi, F.
Benazzi, F.
Benazzi, F.
Berk, M
Berk, L
Moss, K
Dodd, S
Malhi, G. S.
Berlim, M. T.
Pargendler, J
Caldieraro, MA
Almeida, EA
Fleck, MPA
Joiner, TE
Bessell, AL
Watkins, ER
Williams, WH
Bethell, J
Rhodes, A. E.
Bhangoo, RK
Dell, ML
Towbin, K
Myers, FS
Lowe, CH
Pine, D. S.
Leibenluft, E
Bhatia, S. K.
Bhatia, S. C.
Bi, B
Tong, JH
Liu, L
Wei, SN
Li, HY
Hou, JL
Tan, SY
Chen, X.
Chen, W
Jia, XJ
Liu, Y
Dong, GH
Qin, XX
Phillips, M. R.
Biancosino, B
Picardi, A
Marmai, L
Biondi, M
Grassi, L
Binks, CA
Fenton, M
McCarthy, L
Lee, T
Adams, CE
Duggan, C
Birmaher, B.
Axelson, D.
Strober, M.
Gill, M. K.
Yang, M.
Ryan, N.
Goldstein, B.
Hunt, J.
Esposito-Smythers, C.
Iyengar, S.
Goldstein, T.
Chiapetta, L.
Keller, M.
Leonard, H.
Birmaher, B.
Kennah, A
Brent, D.
Ehmann, M
Bridge, J.
Axelson, D.
Birmaher, B.
Ryan, N. D.
Williamson, DE
Brent, D. A.
Kaufman, J
Dahl, RE
Perel, J
Nelson, B
Bjork, JM
Moeller, F. G.
Dougherty, D. M.
Swann, A. C.
Machado, MA
Hanis, CL
Black, DW
Black, DW
Gunter, T
Allen, J
Blum, N
Arndt, S
Wenman, G
Sieleni, B
Black, DW
Gunter, T
Loveless, P
Allen, J
Sieleni, B
Blum, K.
Chen, ALC
Chen, TJH
Braverman, E. R.
Reinking, J.
Blum, S. H.
Cassel, K.
Downs, B. W.
Waite, R. L.
Williams, L.
Prihoda, T. J.
Kerner, M. M.
Palomo, T.
Comings, D. E.
Tung, H.
Rhoades, P.
Oscar-Berman, M.
Blum, N
John, DS
Pfohl, B
Stuart, S
McCormick, B
Allen, J
Arndt, S
Black, DW
Boardman, AP
